provider_id,fullName,email,phoneNumber,serviceType,expertise,experienceYears,status,kycStatus,rating,totalJobsCompleted,acceptanceRate,cancellationRate,avgResponseSeconds,serviceRadiusKm,priceLevel,languages,availableSlots,createdAt,latitude,longitude,address,distance_km
6506,Ankit Kapoor,ankit.kapoor.6506@pequire.com,+91 6616106773,Carpentry,"modular kitchen,cabinet fix",24,Offline,Verified,4.2,279,91,0,968,10,budget,"English,Hindi","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-06-05T16:08:25.921708,26.47333411791393,80.3632189038061,"Cantonment, Kanpur",1.21
6507,Sandeep Agarwal,sandeep.agarwal.6507@pequire.com,+91 8247822617,Electrical,"switchboard,refrigerator,inverter,washing machine,wiring",24,Busy,Verified,4.9,22,85,12,816,7,standard,"Punjabi,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2026-03-30T16:08:25.921708,26.60365465811063,80.26568451656998,"Bithoor, Kanpur",16.97
6508,Jitendra Kushwaha,jitendra.kushwaha.6508@pequire.com,+91 6695615948,Carpentry,"furniture polish,sofa repair,cabinet fix,window repair,bed repair",19,Busy,Verified,4.0,117,63,32,800,24,standard,"Hindi,Punjabi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-04-27T16:08:25.921708,26.455991139269848,80.35633674555099,"Cantonment, Kanpur",1.81
6509,Deepak Agarwal,deepak.agarwal.6509@pequire.com,+91 8180261991,Laundry,"stain removal,bridal wear,steam iron",22,Online,Verified,4.2,440,75,14,1496,5,budget,Punjabi,"11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-06-17T16:08:25.921708,26.49445224607108,80.2406426415463,"Panki, Kanpur",11.29
6510,Ravi Agarwal,ravi.agarwal.6510@pequire.com,+91 7181704111,Plumbing,"sink repair,tap fitting,water tank cleaning,geyser repair",7,Online,Verified,4.5,349,94,7,3102,19,standard,"English,Punjabi","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-05-02T16:08:25.921708,26.49399299180259,80.30520910640088,"Vishnupuri, Kanpur",5.21
6511,Sandeep Dwivedi,sandeep.dwivedi.6511@pequire.com,+91 9741267211,Electrical,"fan repair,washing machine,switchboard,refrigerator,inverter,ac repair",4,Online,Verified,4.3,471,83,6,45,17,standard,"Bhojpuri,English,Punjabi","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-12-24T16:08:25.921708,26.441409405941055,80.40258767653897,"Jajmau, Kanpur",6.12
6512,Sameer Yadav,sameer.yadav.6512@pequire.com,+91 8619357676,Carpentry,"modular kitchen,lock fix,cabinet fix,window repair,door repair",4,Online,Pending,3.9,17,65,26,2457,8,budget,"Bhojpuri,Punjabi","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-07-27T16:08:25.921708,26.467872039786318,80.37139422694665,"Cantonment, Kanpur",2.05
6513,Sameer Mishra,sameer.mishra.6513@pequire.com,+91 6184468231,Plumbing,"shower repair,pipe leak,water tank cleaning",7,Online,Verified,4.0,166,65,20,1330,15,standard,"English,Punjabi,Bhojpuri","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-12-11T16:08:25.921708,26.50761249995898,80.25185944060593,"Kalyanpur, Kanpur",10.67
6514,Sanjay Shukla,sanjay.shukla.6514@pequire.com,+91 8332206488,Laundry,"dry clean,steam iron,bridal wear,stain removal",3,Offline,Verified,1.7,356,66,0,3073,11,budget,"English,Hindi","09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-05-27T16:08:25.921708,26.474213402516828,80.36159789385326,"Civil Lines, Kanpur",1.07
6515,Sanjay Mishra,sanjay.mishra.6515@pequire.com,+91 6968533823,Electrical,"refrigerator,switchboard",7,Online,Verified,4.3,143,61,6,2704,24,standard,"Bhojpuri,English,Hindi","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-06-22T16:08:25.921708,26.47375612367171,80.30564619705322,"Swaroop Nagar, Kanpur",4.54
6516,Ajay Rathore,ajay.rathore.6516@pequire.com,+91 8582788821,Electrical,"ac repair,inverter,wiring,refrigerator,led light,fan repair",24,Offline,Verified,4.8,188,90,9,2205,8,budget,English,"09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-07-12T16:08:25.921708,26.428781893734666,80.29507997726448,"Govind Nagar, Kanpur",7.34
6517,Sumit Chauhan,sumit.chauhan.6517@pequire.com,+91 6554762378,Electrical,"led light,ac repair,refrigerator,washing machine,wiring,fan repair",12,Online,Verified,4.8,181,100,8,3011,17,premium,Punjabi,"05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-05-06T16:08:25.921708,26.472081250896863,80.33474875812409,"Swaroop Nagar, Kanpur",1.64
6518,Shakeel Chauhan,shakeel.chauhan.6518@pequire.com,+91 9082722566,Laundry,"steam iron,stain removal",4,Online,Verified,2.8,275,94,12,732,8,budget,Bhojpuri,"03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2026-01-15T16:08:25.921708,26.436542631445207,80.27751586924825,"Govind Nagar, Kanpur",8.31
6519,Suresh Kushwaha,suresh.kushwaha.6519@pequire.com,+91 8977976841,Electrical,"fan repair,washing machine,switchboard,inverter,wiring,ac repair",6,Offline,Verified,4.8,377,74,10,3424,8,budget,Bhojpuri,"05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-05-10T16:08:25.923211,26.42092337533041,80.32378018730935,"Kidwai Nagar, Kanpur",6.26
6520,Suresh Tiwari,suresh.tiwari.6520@pequire.com,+91 7615284902,Carpentry,"modular kitchen,door repair,sofa repair",3,Online,Verified,3.9,164,91,38,1417,25,standard,"Hindi,Punjabi","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-08-15T16:08:25.923211,26.420847076301115,80.3588224879563,"Shyam Nagar, Kanpur",5.69
6521,Jitendra Gupta,jitendra.gupta.6521@pequire.com,+91 6691396678,Plumbing,"toilet blockage,sink repair,tap fitting,pipe leak,shower repair",13,Offline,Verified,4.1,229,96,10,1513,11,budget,"English,Bhojpuri","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2026-03-22T16:08:25.923211,26.462761295567717,80.33503556550947,"Civil Lines, Kanpur",1.89
6522,Sameer Singh,sameer.singh.6522@pequire.com,+91 9426239494,Carpentry,"lock fix,cabinet fix,window repair,furniture polish,door repair,bed repair",8,Busy,Verified,3.9,358,74,33,3230,24,premium,"Punjabi,English,Bhojpuri","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-11-20T16:08:25.923211,26.480306608175837,80.35667325349124,"Civil Lines, Kanpur",1.11
6523,Pradeep Singh,pradeep.singh.6523@pequire.com,+91 8518831158,Plumbing,"tap fitting,shower repair,geyser repair,pipe leak,water tank cleaning,sink repair",16,Offline,Verified,4.8,172,76,7,3127,14,budget,Hindi,"03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-03-30T16:08:25.923211,26.435137363820594,80.29466694613814,"Govind Nagar, Kanpur",6.94
6524,Manoj Gupta,manoj.gupta.6524@pequire.com,+91 6613578387,Laundry,"bridal wear,stain removal,carpet cleaning,dry clean,curtain cleaning,woolens",9,Online,Verified,4.8,352,63,12,364,24,standard,English,"11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-10-06T16:08:25.923211,26.45007299825099,80.3119188681036,"Gumti No. 5, Kanpur",4.58
6525,Ajay Dwivedi,ajay.dwivedi.6525@pequire.com,+91 9958542251,Laundry,"woolens,curtain cleaning,steam iron,dry clean,bridal wear,stain removal",16,Online,Verified,4.3,306,80,0,875,15,premium,English,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2026-01-25T16:08:25.923211,26.46804153767625,80.34928152556328,"Civil Lines, Kanpur",0.44
6526,Vikas Gupta,vikas.gupta.6526@pequire.com,+91 6219361816,Electrical,"washing machine,fan repair,ac repair",11,Busy,Verified,4.5,148,71,14,1651,18,budget,Punjabi,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-08-04T16:08:25.923211,26.42012465043959,80.35955850997858,"Shyam Nagar, Kanpur",5.78
6527,Manoj Singh,manoj.singh.6527@pequire.com,+91 7696543448,Plumbing,"pipe leak,geyser repair,toilet blockage,tap fitting",24,Online,Verified,4.4,497,75,14,1230,20,standard,"Punjabi,Hindi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-10-02T16:08:25.923211,26.485817596246214,80.27724421289957,"Kakadeo, Kanpur",7.53
6528,Sandeep Jain,sandeep.jain.6528@pequire.com,+91 6617686960,Electrical,"led light,ac repair,refrigerator,washing machine,inverter,fan repair",11,Online,Pending,3.8,436,79,20,421,20,budget,"Bhojpuri,Punjabi","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2026-01-09T16:08:25.923211,26.4838428021682,80.28090377090297,"Kakadeo, Kanpur",7.13
6529,Deepak Shukla,deepak.shukla.6529@pequire.com,+91 8958512098,Electrical,"led light,inverter,refrigerator,washing machine,fan repair",18,Offline,Verified,4.2,500,74,6,3289,21,premium,"English,Hindi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-11-18T16:08:25.923211,26.473883392696017,80.31996285895549,"Gumti No. 5, Kanpur",3.12
6530,Arjun Dwivedi,arjun.dwivedi.6530@pequire.com,+91 7045492107,Electrical,"fan repair,wiring,led light,ac repair",17,Online,Verified,4.4,186,95,5,612,15,standard,Punjabi,"09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2026-03-25T16:08:25.923211,26.469016286275547,80.28491642543145,"Kakadeo, Kanpur",6.6
6531,Manish Pandey,manish.pandey.6531@pequire.com,+91 7416827662,Electrical,"led light,washing machine,inverter,ac repair,wiring",11,Busy,Verified,3.5,363,95,7,3572,20,budget,Hindi,"11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2025-10-12T16:08:25.923211,26.449274217562543,80.29224703768338,"Govind Nagar, Kanpur",6.37
6532,Deepak Mishra,deepak.mishra.6532@pequire.com,+91 6165648194,Electrical,"washing machine,wiring,switchboard,led light",7,Offline,Pending,3.6,299,65,32,1860,13,standard,"Bhojpuri,Punjabi,Hindi","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-07-28T16:08:25.923211,26.401277383521208,80.32470708552442,"Naubasta, Kanpur",8.25
6533,Sanjay Pandey,sanjay.pandey.6533@pequire.com,+91 7235893230,Electrical,"ac repair,inverter,wiring,led light,washing machine",23,Offline,Verified,4.3,273,92,15,176,25,budget,"Hindi,Bhojpuri,Punjabi","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-08-02T16:08:25.923211,26.480610491679712,80.31088544844823,"Swaroop Nagar, Kanpur",4.14
6534,Vishal Gupta,vishal.gupta.6534@pequire.com,+91 9857404418,Electrical,"refrigerator,fan repair",6,Online,Verified,4.6,276,85,4,3120,21,premium,Bhojpuri,"05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-04-23T16:08:25.923211,26.400272992239984,80.28364729350186,"Barra, Kanpur",10.4
6535,Imran Jain,imran.jain.6535@pequire.com,+91 7076002185,Plumbing,"shower repair,geyser repair,pipe leak,toilet blockage,sink repair",20,Online,Verified,4.9,1,99,1,1449,7,budget,"Punjabi,Bhojpuri,English","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-05-26T16:08:25.923211,26.410265594655325,80.31751767794395,"Naubasta, Kanpur",7.6
6536,Rajesh Mishra,rajesh.mishra.6536@pequire.com,+91 9744705831,Plumbing,"pipe leak,water tank cleaning,geyser repair",25,Busy,Verified,5.0,141,96,10,1101,24,standard,"Hindi,English,Punjabi","03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-08-09T16:08:25.923211,26.41452030742382,80.27807697369725,"Barra, Kanpur",9.66
6537,Arvind Mishra,arvind.mishra.6537@pequire.com,+91 6951981391,Laundry,"carpet cleaning,stain removal,woolens,steam iron,curtain cleaning",9,Online,Verified,4.4,226,91,10,1186,17,premium,"Punjabi,English,Bhojpuri","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-07-29T16:08:25.923211,26.44334714160349,80.29777997373736,"Govind Nagar, Kanpur",6.18
6538,Manish Mishra,manish.mishra.6538@pequire.com,+91 7695396052,Laundry,"stain removal,woolens,carpet cleaning,bridal wear,curtain cleaning",18,Online,Verified,3.6,412,61,36,1136,25,standard,"Bhojpuri,Punjabi,Hindi","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2026-01-24T16:08:25.923211,26.412244724776418,80.32034223538386,"Kidwai Nagar, Kanpur",7.28
6539,Deepak Shukla,deepak.shukla.6539@pequire.com,+91 8375878829,Plumbing,"water tank cleaning,shower repair",20,Online,Verified,4.1,214,86,0,237,20,premium,"Hindi,Punjabi","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-08-15T16:08:25.923211,26.472558353530893,80.35276356333242,"Civil Lines, Kanpur",0.19
6540,Deepak Shukla,deepak.shukla.6540@pequire.com,+91 6115955379,Plumbing,"geyser repair,sink repair,water tank cleaning,pipe leak,toilet blockage",6,Online,Verified,1.7,250,76,30,2542,25,standard,"English,Hindi,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-09-26T16:08:25.923211,26.429245784080678,80.34172154123529,"Kidwai Nagar, Kanpur",4.8
6541,Sunil Sharma,sunil.sharma.6541@pequire.com,+91 6814889558,Laundry,"woolens,curtain cleaning,dry clean,carpet cleaning,stain removal,bridal wear",21,Offline,Verified,3.8,208,82,39,308,12,standard,Hindi,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-10-11T16:08:25.923211,26.468587656965457,80.36072074626281,"Civil Lines, Kanpur",1.01
6542,Ankit Shukla,ankit.shukla.6542@pequire.com,+91 8541647165,Electrical,"ac repair,wiring,inverter,refrigerator,led light,fan repair",21,Online,Verified,3.9,422,68,36,258,12,standard,English,"03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-08-05T16:08:25.923211,26.429238126972542,80.36011869117506,"Shyam Nagar, Kanpur",4.79
6543,Ajay Tiwari,ajay.tiwari.6543@pequire.com,+91 6916037319,Plumbing,"tap fitting,toilet blockage,sink repair,pipe leak,water tank cleaning,shower repair",5,Offline,Verified,4.0,68,66,13,1579,18,standard,"Punjabi,Bhojpuri,Hindi","01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-08-28T16:08:25.923211,26.484024431712392,80.30997139880775,"Swaroop Nagar, Kanpur",4.33
6544,Sunil Mishra,sunil.mishra.6544@pequire.com,+91 8297515305,Laundry,"dry clean,woolens,curtain cleaning",18,Online,Verified,4.1,168,73,7,1983,25,premium,Bhojpuri,"03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-09-04T16:08:25.923211,26.470081881324745,80.29950073976612,"Gumti No. 5, Kanpur",5.15
6545,Manish Kapoor,manish.kapoor.6545@pequire.com,+91 7432096675,Plumbing,"geyser repair,tap fitting,pipe leak,toilet blockage,sink repair",3,Online,Verified,4.8,483,80,7,169,17,standard,"Bhojpuri,English","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-05-19T16:08:25.923211,26.472499787055117,80.33847044961021,"Civil Lines, Kanpur",1.27
6546,Sanjay Singh,sanjay.singh.6546@pequire.com,+91 6538213750,Plumbing,"water tank cleaning,geyser repair",23,Offline,Verified,4.4,2,100,11,2730,11,standard,"English,Punjabi","03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-12-31T16:08:25.923211,26.46766159626699,80.30054054562093,"Kakadeo, Kanpur",5.06
6547,Pradeep Kushwaha,pradeep.kushwaha.6547@pequire.com,+91 6946375752,Carpentry,"window repair,furniture polish,cabinet fix",3,Online,Verified,4.2,476,60,3,2845,16,budget,"English,Hindi,Punjabi","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-09-13T16:08:25.923211,26.395318516040096,80.30366451238437,"Barra, Kanpur",9.71
6548,Shakeel Shukla,shakeel.shukla.6548@pequire.com,+91 7159181645,Plumbing,"sink repair,geyser repair",23,Online,Verified,3.7,1,89,0,1886,24,budget,"Punjabi,Hindi,Bhojpuri","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-12-14T16:08:25.923211,26.443800207797295,80.41060047073108,"Jajmau, Kanpur",6.67
6549,Ajay Gupta,ajay.gupta.6549@pequire.com,+91 6377908140,Carpentry,"door repair,bed repair,modular kitchen,cabinet fix,lock fix",21,Offline,Verified,4.3,460,66,1,1579,24,budget,Punjabi,"05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2026-03-11T16:08:25.923211,26.48058178585744,80.30425348608168,"Kakadeo, Kanpur",4.78
6550,Suresh Kapoor,suresh.kapoor.6550@pequire.com,+91 8121854017,Carpentry,"furniture polish,cabinet fix,lock fix",3,Offline,Pending,4.4,195,67,15,685,21,premium,Punjabi,"09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-10-24T16:08:25.923211,26.446795533051294,80.28013974782061,"Govind Nagar, Kanpur",7.59
6551,Rajesh Dwivedi,rajesh.dwivedi.6551@pequire.com,+91 9114277855,Electrical,"fan repair,wiring,inverter,washing machine,switchboard",15,Online,Verified,4.9,352,91,3,2161,25,premium,"Punjabi,English","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-05-27T16:08:25.923211,26.4159159853514,80.30379147826213,"Barra, Kanpur",7.79
6552,Rahul Rathore,rahul.rathore.6552@pequire.com,+91 7478885773,Electrical,"led light,inverter,wiring,switchboard",15,Online,Verified,4.1,477,82,1,2688,13,premium,"Bhojpuri,Hindi,English","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2026-03-02T16:08:25.923211,26.49302482323593,80.298262100842,"Azad Nagar, Kanpur",5.78
6553,Manish Tiwari,manish.tiwari.6553@pequire.com,+91 7835883044,Plumbing,"pipe leak,water tank cleaning,geyser repair",17,Offline,Verified,4.4,28,71,15,160,9,standard,English,"01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2026-03-26T16:08:25.923211,26.424871571871243,80.30266772221435,"Barra, Kanpur",7.1
6554,Sandeep Kushwaha,sandeep.kushwaha.6554@pequire.com,+91 9193135251,Carpentry,"sofa repair,window repair,lock fix,modular kitchen",3,Online,Verified,4.3,102,79,6,3480,24,budget,Bhojpuri,"11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-05-27T16:08:25.923211,26.455716314483585,80.36879020481582,"Cantonment, Kanpur",2.49
6555,Jitendra Gupta,jitendra.gupta.6555@pequire.com,+91 7787127578,Electrical,"led light,wiring,washing machine,inverter,ac repair,refrigerator",1,Offline,Verified,1.0,73,79,23,103,20,premium,"Punjabi,Hindi","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-11-05T16:08:25.923211,26.433619641916305,80.41290178362136,"Jajmau, Kanpur",7.45
6556,Irfan Kapoor,irfan.kapoor.6556@pequire.com,+91 7571796026,Laundry,"curtain cleaning,steam iron",9,Busy,Verified,4.5,186,64,7,3512,7,budget,"English,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-08-01T16:08:25.923211,26.48390680871073,80.36175125854433,"Civil Lines, Kanpur",1.72
6557,Vikas Singh,vikas.singh.6557@pequire.com,+91 9078463237,Electrical,"fan repair,wiring,ac repair,washing machine,refrigerator",23,Online,Verified,4.3,486,98,3,1975,17,premium,"English,Hindi","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-01-06T16:08:25.923211,26.468231336445008,80.31172655427648,"Gumti No. 5, Kanpur",3.95
6558,Manoj Verma,manoj.verma.6558@pequire.com,+91 8389190631,Carpentry,"modular kitchen,cabinet fix,sofa repair,furniture polish,lock fix",9,Online,Verified,4.3,380,71,11,2638,8,standard,Punjabi,"03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-12-26T16:08:25.923211,26.474770458966177,80.32312039444017,"Swaroop Nagar, Kanpur",2.82
6559,Karan Gupta,karan.gupta.6559@pequire.com,+91 6855136777,Carpentry,"cabinet fix,door repair,modular kitchen,sofa repair,window repair",6,Online,Verified,4.2,191,99,3,2649,19,standard,"Hindi,English,Bhojpuri","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-08-13T16:08:25.923211,26.481143164325047,80.34715696435545,"Civil Lines, Kanpur",1.13
6560,Deepak Singh,deepak.singh.6560@pequire.com,+91 7585075507,Laundry,"steam iron,woolens",16,Online,Verified,3.7,257,81,1,1870,16,budget,"Bhojpuri,English","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2026-01-18T16:08:25.923211,26.395072517457297,80.33220753750008,"Naubasta, Kanpur",8.72
6561,Rahul Dwivedi,rahul.dwivedi.6561@pequire.com,+91 8299665325,Carpentry,"bed repair,window repair,cabinet fix,lock fix,modular kitchen",20,Online,Verified,4.6,296,95,11,3237,18,premium,"Hindi,Bhojpuri,Punjabi","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-10-23T16:08:25.923211,26.40406146743835,80.3364306990236,"Naubasta, Kanpur",7.65
6562,Sunil Chauhan,sunil.chauhan.6562@pequire.com,+91 6320079632,Carpentry,"window repair,door repair,furniture polish,lock fix,bed repair,modular kitchen",12,Offline,Verified,4.1,118,89,6,954,5,standard,"English,Punjabi,Bhojpuri","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-10-19T16:08:25.923211,26.463501487705834,80.29688204282095,"Gumti No. 5, Kanpur",5.48
6563,Deepak Shukla,deepak.shukla.6563@pequire.com,+91 9617748320,Carpentry,"furniture polish,window repair,cabinet fix,bed repair",19,Offline,Verified,4.5,1,83,8,2743,6,premium,"Bhojpuri,Hindi","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2026-03-28T16:08:25.923211,26.40917628208339,80.3272580750395,"Kidwai Nagar, Kanpur",7.34
6564,Rohan Kapoor,rohan.kapoor.6564@pequire.com,+91 9659629126,Laundry,"carpet cleaning,bridal wear,woolens",17,Busy,Verified,4.7,337,66,0,1579,16,budget,Hindi,"11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2026-01-30T16:08:25.923211,26.49451526224101,80.29806259867651,"Vishnupuri, Kanpur",5.87
6565,Salman Kushwaha,salman.kushwaha.6565@pequire.com,+91 8844605378,Electrical,"ac repair,led light",23,Offline,Verified,3.8,45,91,40,1093,7,premium,English,"05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-05-31T16:08:25.923211,26.470411617739195,80.3002956534475,"Gumti No. 5, Kanpur",5.07
6566,Amit Agarwal,amit.agarwal.6566@pequire.com,+91 9495045259,Electrical,"wiring,switchboard,fan repair,washing machine,inverter,ac repair",23,Online,Pending,4.0,344,63,6,2064,5,budget,"Bhojpuri,Hindi,English","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-06-01T16:08:25.923211,26.488189836292555,80.28628373929149,"Vishnupuri, Kanpur",6.72
6567,Manoj Rathore,manoj.rathore.6567@pequire.com,+91 6191612943,Plumbing,"shower repair,tap fitting,toilet blockage,water tank cleaning",21,Online,Verified,4.6,62,99,7,2571,10,premium,"Punjabi,Bhojpuri","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-08-19T16:08:25.923211,26.405102327414998,80.34183369149441,"Kidwai Nagar, Kanpur",7.45
6568,Ajay Pandey,ajay.pandey.6568@pequire.com,+91 8692818746,Carpentry,"door repair,cabinet fix,modular kitchen,window repair,furniture polish,bed repair",24,Busy,Verified,3.6,2,83,35,1867,24,premium,"Punjabi,English,Bhojpuri","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-05-30T16:08:25.923211,26.433462703490864,80.395362955022,"Jajmau, Kanpur",6.11
6569,Ajay Shukla,ajay.shukla.6569@pequire.com,+91 7099347967,Carpentry,"window repair,bed repair,cabinet fix,sofa repair,door repair",23,Online,Verified,1.1,216,86,29,3577,25,budget,"Bhojpuri,Punjabi,Hindi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-05-29T16:08:25.923211,26.466258890596826,80.29273883895743,"Kakadeo, Kanpur",5.85
6570,Irfan Maurya,irfan.maurya.6570@pequire.com,+91 6834360780,Electrical,"wiring,fan repair,refrigerator,ac repair,washing machine,inverter",13,Online,Pending,4.8,39,91,13,3161,25,premium,"English,Punjabi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-06-17T16:08:25.924214,26.600599494487792,80.28283707826944,"Bithoor, Kanpur",15.87
6571,Imran Saini,imran.saini.6571@pequire.com,+91 8636318352,Plumbing,"sink repair,shower repair",3,Online,Verified,4.4,271,83,11,1773,17,premium,"Bhojpuri,Hindi,Punjabi","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2026-01-07T16:08:25.924214,26.42529391071163,80.40675377888333,"Jajmau, Kanpur",7.56
